Injection Rate,Pressure,Temperature,Permeability,Flow Rate
119.57386072119549,3.8219587862259945,27.209788743799812,9.886361577660999,27898.904917887543
119.50299317155185,1.5725061789558183,24.557952515139938,12.916444733661157,7394.744420162351
133.41778056394293,4.889884640101689,32.05344597395766,9.846038041049104,38299.95214173383
107.50114482357584,2.9381307392359934,28.700968248629273,5.5268025223917965,10711.665858334565
101.87789700314201,5.998003330359382,37.768971353055534,13.64884534081346,68216.97446894582
120.25203476341667,4.626268711216054,40.091204558267435,4.601136972335563,16684.959038799814
122.82651799197815,2.2201603606872697,28.68450250467021,10.191755129306506,12435.575614610958
126.16800777637948,2.3061169994121737,16.70088220300592,23.905371118661776,31223.21159534096
114.49343873176599,3.6704244285054073,39.97310313508397,9.181245451329115,24517.82213733342
98.96066886473204,3.926031976519411,31.303540097452714,10.46403385741776,30618.097670186125
97.67187904846189,5.344356581791361,19.186375624387132,10.918744670814743,47434.92027555337
124.82103096751884,5.626834399520356,40.01833693804939,5.969457744875944,27619.692440475224
90.7748282507319,5.178758849470304,24.778564977957956,12.23067722130174,51109.05067352951
107.89352422113356,5.719224538353733,21.002493904309,8.404207037186083,39661.34007529369
108.87509488192067,4.007978830094771,15.84948161972899,17.533297597191673,52739.78799410407
111.93231506638591,4.779730883270803,37.560849628650246,47.96583017058236,181297.92963747258
122.969375992072,4.241810984009686,40.4051169116356,7.175759171155241,23262.454899659304
113.29863216314416,3.2805620441271057,42.87366950465852,3.801675026044215,8669.955768502363
105.87976187493192,1.5740260172181755,27.269855992007347,9.297229234664545,5336.851468738874
137.37808394167433,2.970906320115641,22.87072329620097,23.563535853509716,46441.52173795381
116.73561164771833,1.8068473141602244,30.16647871559985,9.832182216801268,7933.0698139600245
134.50812020557163,3.435586152969318,34.559317121466556,11.063723645424526,26946.6521110752
94.08264942947254,4.837689883840341,25.112193442675036,25.99453057559412,99758.94702513597
124.27138370175447,2.2756450275390834,22.738134404930022,4.888387120370972,6235.846722787328
123.78143611376014,3.4560024040876183,40.92031235804274,14.982819066707606,36797.839647843684
82.01649005338957,4.356679764652995,31.240563581042437,7.004168830899093,23510.751782892206
124.07422933246232,5.748140178302276,34.89377806840343,17.81921567748856,84608.13390411725
110.14886508946718,5.756651546896723,30.647800538151397,38.356724205568014,182449.57152630607
123.62860884784371,4.197198598508071,31.00878720553569,23.013199122605148,73577.76798198035
129.45826378088128,5.224187288640777,32.03211918986413,26.084740613316434,110186.8297262631
133.57287396872962,1.7931144394145906,31.775664842972777,7.127355542167853,5652.808595334933
118.64262404199057,3.262696758056629,23.256263163178044,15.55033383802889,35185.68996200626
114.16854383074542,5.47903236497293,38.538083613325625,10.34079051636561,46316.7354022067
105.30231305082621,4.801835958379745,35.69729725092602,7.772429582906366,29549.502272267902
149.27203873712673,2.4821195946270516,31.893159503306745,19.54937649162525,28974.513960979228
146.49208153498512,2.2732008825239784,47.48270684477275,31.697034607640074,40356.69243584043
128.47529843142175,5.069524971648471,26.659271291797744,9.927732157435539,40401.15392652148
145.71960468619142,1.8087812231702411,36.45892691750878,6.8683103001113155,5554.960405636795
127.270189682469,3.373870239398147,13.841064045697589,20.56926235522657,48828.75975144498
118.28903856206267,4.468188636621041,23.930954111847463,3.471959328737013,12041.409890736126
143.25277025654688,5.989037899599849,31.871634296177575,20.972594272151042,104633.06767669224
87.51375078937593,4.713175870146584,31.442684308625473,7.155177095324239,26568.43093698349
108.4992699277915,3.4049911144436065,31.230276880534316,9.574403294217912,23026.354848693674
145.92806194533446,5.943001055617792,29.23777758049618,4.912350666873012,24281.75453191806
102.8358003003888,5.072450494828962,14.377176525917935,15.295768130876331,62291.25849337637
150.80924526668437,4.883065361808705,27.49771389222365,10.423077731501541,40473.49210263329
112.17088262568456,2.6264406196094674,27.442395771345474,4.152536948566805,6753.854767578201
78.38542726608888,5.001826713929235,40.19406345880206,24.987550653703373,99995.84772165008
122.71695058311344,3.140469927062272,21.086322523961726,8.541124549618006,18282.020241750633
112.57994492756504,2.8898636925061334,33.255712334343926,24.91148198007033,47079.305320655716
118.63674420990476,4.38575550893308,32.046453316172,22.411408524195142,75879.5498737435
115.28855473679408,4.347514687711829,26.52643373168273,8.746545082930496,29279.18813184351
113.98805335053387,1.899002309748351,31.72688896180889,12.755817002062718,11467.50894758167
119.60921575040786,2.0859069231075007,36.78390263800523,9.000644818875584,9773.862521248653
115.00695205131547,1.6259805156781497,23.978051868733253,35.0748400978483,21956.16649177972
116.14562483935923,4.964774938949082,38.35815052132412,6.829857854355655,27078.849257533853
114.76569404687135,3.2733582210862755,28.30777066130213,6.260590430950529,14232.564725055454
116.39533937088143,2.6388573575804983,24.010880933158177,15.161103403991511,24846.885862670228
134.4437743976044,3.2780502447672504,36.46418407163656,7.345923610830195,16734.38307969325
116.02296056917707,3.6027800675994115,36.827360124446265,15.098820610890957,39298.90933028615
114.90712785824059,2.3823247845520825,20.121244935668845,10.427947667419819,14414.810512686492
95.51093395968994,2.7890975388906356,28.78108516717381,17.431524195062746,31186.697036499325
129.12514646955458,4.2291399999128645,18.1234453446968,8.229034979494006,26572.70601296623
144.45772324307933,2.118343829381649,30.621694032202043,19.265497418607037,21545.45015806727
141.27333143250613,3.724731114027791,23.65627916290178,11.781606620599113,32101.71013238222
117.03650787778486,3.128889394171133,28.746680404173365,4.231191514102128,9007.738739078919
108.31090470735961,1.512799577047503,26.113631181818796,15.22564443045942,7807.704024215258
112.61343033074981,2.884001760845676,31.634030963284445,19.67944295884424,37076.105186924586
132.82354070681535,4.134764089988931,34.7374631190664,16.656996906679534,52215.755750115706
107.10119779079118,3.5327529079855853,19.726988132819635,9.314965465155064,23592.505869656787
114.59821659098168,5.956171855462595,37.50867924882066,10.170153502948118,50405.028557045785
113.71264312521461,2.741551090270479,44.956141110201216,23.415421007262633,40779.15198434051
126.07416003301189,5.447841748103366,30.827341987702603,4.3822613790926574,19491.605113029353
106.52037280231164,2.8403793464712033,22.751896945461624,15.013887519285767,27631.248500735295
138.16609233047936,3.5033269364724138,38.67684798374536,26.443207515041106,66195.99365913216
132.98187121621146,2.675877723611931,20.00990327526401,9.942442290306252,16662.317552621433
129.1793139579285,5.221679377796961,31.20033485772109,7.717679356256418,32581.56778275704
97.73535370413109,3.8075938037243375,18.89219954307122,8.661015789301779,24316.614264002324
112.12625835706632,4.49659769243933,26.585180608290315,11.24697594101119,39326.15012226039
125.79110082859724,1.8394381090797807,34.14490207074194,19.57610684871609,16432.930116229978
141.2947760692571,2.4840639294244733,28.11295340913382,6.684268705047015,9919.882079741108
120.45428090977242,3.807984277372435,28.83887231207883,14.545428622724183,40843.3348802525
122.23648064159443,5.899648091547162,41.387799648392516,4.458176189731097,21843.494459796966
137.5325070560156,4.128721958581959,32.35671606861129,16.748662889974305,52401.909360749385
118.39304191717747,1.7076768964312052,26.901880500422486,15.181011971533014,10743.251436699456
138.53087795189452,3.4246327296330934,32.138544305355055,5.349985306740947,12971.749477780244
93.48372545582599,3.9103035071741736,26.20985745628408,7.2695302427779085,21156.53936106527
119.31232268294028,3.3890645711654197,25.168667714386146,5.921774171567345,14147.500871733997
126.84633935472728,1.925500500047191,25.49810048518294,13.314736120606984,12322.794937618159
125.65525773119002,4.2291318098746356,26.89515917454945,27.05317109341562,87358.25533572935
118.64273343770599,3.82868539202968,23.379129987032076,11.244521693476642,31807.214254698214
118.05806202010179,1.999955522570871,21.179822342030135,14.558647272660815,14557.99974145853
145.727686847991,1.8818037630702922,25.481691270963026,14.558755129603473,12837.96505890326
117.11422639363433,4.988013362418032,22.275596320527,27.039762560200007,107834.93440668845
124.27980803728235,3.196386005856274,30.663763304467917,14.745530485807974,32386.8768079557
121.81129739255597,4.505136719221871,26.809238102355717,4.929975789498952,17280.23916464761
118.24675035978011,4.766888456779753,43.15071471325196,17.996947553782306,67792.49399761319
